lon,lat,park_name,type,phone,emenities,state,city
-107.217,36.881,Buzzard Park,NF,505.632.2956/505.758.6200,NH ND NW NS NR N$ ,NM,Gobernador
-107.312,32.907,Caballo Lake State Park,SP,575.743.3942,NH DP 40ft FT DW SH RS PA ,NM,Caballo
-105.498,36.748,Cabresto Lake,NF,505.586.0520/505.758.6200,NH ND VT NW NS NR N$ ,NM,Questa
-106.344,36.549,Canjilon Lakes,NF,505.684.2489/505.758.6200,NH ND 22ft VT NW NS NR ,NM,Cebolla
-106.402,34.698,Capilla,NF,505.847.2990/505.346.3804,NH ND 16ft VT DW NS NR N$ ,NM,Manzano
-105.48,36.37,Capulin,NF,505.587.2255/505.758.6200,NH ND VT NW NS NR ,NM,Taos
-105.689,36.64,Cebolla Mesa,NF,505.586.0520/505.758.6200,NH ND VT NW NS NR ,NM,Questa
-108.225,32.915,Cherry Creek,NF,505.388.8201/505.388.8201,NH ND 17ft VT NW NS NR N$ ,NM,Silver City
-104.156,36.035,Chicosa Lake State Park,SP, ,FT DW NR ,NM,Roy
-105.205,36.77,Cimarron,NF,505.586.0520/505.758.6200,NH ND VT DW NS NR ,NM,Costilla
-105.134,36.546,Cimarron Canyon State Park,SP,575.377.6271,NH 40ft FT DW NS RS PA ,NM,Eagle Nest
-107.976,32.59,City of Rocks State Park,SP,575.536.2800,NH ND 40ft FT DW SH RS PA ,NM,Deming
-103.301,36.573,Clayton Lake State Park,SP,575.374.8808,NH 40ft FT DW RS PA ,NM,Clayton
-106.828,35.997,Clear Creek,NF,505.289.3264/505.438.7840,NH ND VT NW NS NR L$ ,NM,Cuba
-107.701,35.233,Coalmine Canyon,NF,505.287.8833/505.346.3804,NH 22ft VT NW RS ,NM,Grants
-105.514,36.68,Columbine,NF,505.586.0520/505.758.6200,NH ND VT DW NS NR ,NM,Questa
-105.59,36.161,Comales,NF,505.587.2255/505.758.6200,NH ND 36ft VT NW NS NR ,NM,Penasco
-108.893,33.619,Cottonwood,NF, ,NH ND VT NW NS NR N$ ,NM,Glenwood
-107.677,36.811,Cottonwood - Navajo Lake State Park,SP,505.632.2278,E DP FT DW RS ,NM,Bloomfield
-108.491,34.137,Cove - Quemado Lake,NF, ,NH ND VT DW NS NR ,NM,Quemado
-105.64,35.671,Cow Creek,NF,505.757.6121,NH ND NW NS NR N$ ,NM,Pecos
-105.664,35.813,Cowles,NF,505.757.6121/505.438.7840,NH ND VT DW NS NR L$ ,NM,Pecos
-105.233,36.188,Coyote Creek State Park,SP,575.387.2328,NH DP 40ft FT DW SH RS PA L$ ,NM,Guadalupita
-105.533,36.56,Cuchillo,NF,505.586.0520/505.758.6200,NH ND VT NW NS NR ,NM,Taos
-105.743,32.944,Deerhead,NF,505.682.2551/505.434.7200,NH ND 16ft VT DW NS NR ,NM,Cloudcroft
-108.498,33.422,Dipping Vat,NF,505.533.6232/505.388.8201,NH ND VT DW NS NR L$ ,NM,Reserve
-105.477,36.135,Duran,NF,505.587.2255/505.758.6200,NH ND 16ft VT DW NS NR ,NM,Penasco
-106.526,36.36,Echo Amphitheater,NF,505.684.2489/505.758.6200,NH ND 32ft VT DW NS NR L$ ,NM,Abiquiu
-108.471,34.138,El Caso - Quemado Lake,NF,505.773.4678/505.388.8201,NH ND 35ft VT NW NS NR N$ ,NM,Quemado
-105.412,35.71,El Porvenir,NF,505.757.6121/505.438.7840,NH ND VT DW NS NR L$ ,NM,Las Vegas
-106.254,36.402,El Rito,NF,505.581.4554/505.758.6200,VT NW NR ,NM,El Rito
-106.738,36.614,El Vado Lake State Park,SP,575.588.7247,WE DP 40ft FT DW SH RS PA L$ ,NM,Tierra Amarill
-107.209,33.181,Elephant Butte Lake State Park,SP,575.744.5923,E DP 40ft FT DW SH RS PA ,NM,Truth Or Consequences
-105.449,36.708,Elephant Rock,NF,505.586.0520/505.758.6200,NH ND 18ft VT DW NS NR ,NM,Red River
-105.421,35.698,EV Long,NF,505.757.6121/505.438.7840,NH ND VT DW NS NR ,NM,Las Vegas
-105.458,36.706,Fawn Lakes,NF,505.586.0520/505.758.6200,NH ND VT DW NS NR ,NM,Red River
-106.728,35.884,Fenton Lake State Park,SP,575.829.3630,NH ND 40ft VT DW NS RS PA L$ ,NM,Jemez Springs
-105.695,35.688,Field Tract,NF,505.757.6121/505.438.7840,NH ND 45ft FT DW NS NR L$ ,NM,Pecos
-108.207,33.184,Forks,NF,505.536.2250/505.388.8201,NH ND VT NW NS NR N$ ,NM,Mimbres
-106.382,34.793,Fourth Of July,NF,505.847.2990/505.346.3804,NH ND VT DW NS NR L$ ,NM,Tajique
-107.844,32.887,Gallinas - Lower,NF,505.388.8201/505.388.8201,NH ND VT NW NS NR N$ ,NM,Mimbres
-107.823,32.9,Gallinas - Upper,NF,505.388.8201/505.388.8201,NH ND VT NW NS NR N$ ,NM,Mimbres
-107.86,36.051,Gallo - Chaco Culture National Park,NP,505.786.7014,NH DP 35ft FT NW NS NR L$ ,NM,Kimbeto
-105.799,35.652,Glorieta,NF, ,VT NW NR ,NM,Gloriete
-105.541,36.689,Goat Hill,NF,505.586.0520/505.758.6200,NH ND VT NW NS NR ,NM,Questa
-108.206,33.179,Grapevine,NF,505.536.2250/505.388.8201,NH ND 20ft VT NW NS NR N$ ,NM,Mimbres
-108.991,33.818,Head Of Ditch,NF,505.773.4678/505.388.8201,NH ND 30ft VT NW NS NR N$ ,NM,Alpine  AZ
-106.657,36.694,Heron Lake State Park,SP,505.588.7470,WE 40ft FT DW RS PA ,NM,Los Ojos
-105.639,36.114,Hodges,NF, ,NW NR ,NM,Vadito
-105.701,35.773,Holy Ghost,NF,505.757.6121/505.438.7840,NH ND VT DW NS NR L$ ,NM,Santa Fe
-105.625,32.762,Hoosier Canyon,NF, ,NH ND NT NW NS NR N$ ,NM,Mayhill
-106.237,36.704,Hopewell Lake,NF,505.758.8678/505.758.6200,NH ND 16ft VT NW NS NR ,NM,Tres Piedras
-105.836,35.734,Hyde Memorial State Park,SP,505.983.7175,NH DP 40ft FT DW NS RS PA ,NM,Santa Fe
-107.804,32.909,Iron Creek,NF,505.388.8201/505.388.8201,NH ND 17ft VT NW NS NR N$ ,NM,Mimbres
-105.62,35.84,Iron Gate,NF,505.757.6121/505.438.7840,NH ND VT NW NS NR L$ ,NM,Pecos
-105.496,36.586,Italianos,NF, ,NR ,NM,Taos
-105.655,35.839,Jacks Creek,NF,505.757.6121/505.438.7840,NH ND 16ft DW NS NR ,NM,Pecos
-105.504,32.905,James Canyon,NF,505.682.2551/505.434.7200,NH ND VT NW NS NR N$ ,NM,Tularosa
-106.608,35.825,Jemez Falls,NF,505.829.3535/505.438.7840,NH ND VT DW NS NR L$ ,NM,Jemez Springs
-106.468,34.671,John F Kennedy,NF, ,NH ND 22ft VT NW NS NR ,NM,Belen
-105.436,36.708,Junebug,NF,505.586.0520/505.758.6200,NH ND 22ft VT DW NS NR ,NM,Red River
-108.486,34.136,Juniper - Quemado Lake,NF,505.773.4678/505.388.8201,E ND 40ft VT DW NS NR ,NM,Quemado
-107.701,32.918,Kingston,NF,505.894.6677/505.388.8201,NH ND VT NW NS NR N$ ,NM,Hillsboro
-105.476,36.368,La Sombra,NF,505.587.2255/505.758.6200,NH ND VT NW NS NR ,NM,Taos
-106.109,36.884,Laguna Larga,NF,505.758.8678/505.758.6200,NH ND NS NR ,NM,Tres Piedras
-106.525,35.815,Las Conchas,NF, ,NH ND VT NW NS NR ,NM,Jemez Springs
-105.521,36.382,Las Petacas,NF,505.587.2255/505.758.6200,NH ND VT NW NS NR ,NM,Taos
-106.915,32.489,Leasburg Dam State Park,SP,575.524.4068,NH DP 40ft FT DW SH RS PA L$ ,NM,Las Cruces
-105.68,36.666,Little Arsenic Springs,NF, ,NR ,NM,Questa
-107.72,35.202,Lobo Canyon,NF,505.287.8833/505.346.3804,NH ND VT NW NS NR N$ ,NM,Grants
-106.176,36.957,Los Pinos,NF,505.758.8678/505.758.6200,NH ND NW NS NR ,NM,Tres Piedras
-105.548,36.549,Lower Hondo,NF,505.586.0520/505.758.6200,NH ND 22ft VT NW NS NR N$ ,NM,Taos
-105.813,32.899,Lower Karr Canyon,NF,505.682.2551/505.434.7200,NH ND VT NW NS NR N$ ,NM,Cloudcroft
-106.323,36.885,Lower Lagunitas,NF,505.758.8678/505.758.6200,VT NW NR ,NM,Tierra Amarilla
-106.361,34.603,Manzano Mountains State Park,SP,505.632.8645,NH DP 40ft FT DW NS RS PA L$ ,NM,Mountainair
-105.118,36.778,McCrystal,NF,505.586.0520/505.758.6200,NH ND VT NW NS NR ,NM,Costilla
-108.523,35.371,McGaffey,NF, ,E ND 40ft VT NW NS NR ,NM,Gallup
-108.214,32.925,McMillan,NF,505.388.8201/505.388.8201,NH ND 17ft VT NW NS NR N$ ,NM,Silver City
-108.159,33.034,Mesa,NF,505.536.2250/505.388.8201,E ND 35ft FT DW NS NR ,NM,Mimbres
-104.377,36.048,Mills Canyon,NF,575.374.9652,NH ND VT DW NS NR N$ ,NM,Mills
-103.446,35.339,Mine Canyon - Ute Lake State Park,SP,575.487.2284,NH FT DW RS ,NM,Logan
-105.73,33.432,Monjeau,NF,505.257.4095/505.434.7200,NH ND VT NW NS NR N$ ,NM,Tularosa
-105.398,35.942,Morphy Lake State Park,SP,575.387.2328,NH ND 40ft VT NW NS NR L$ ,NM,Mora
-106.409,34.671,New Canyon,NF,505.847.2990/505.346.3804,NH ND VT NW NS NR ,NM,Tajique
-103.453,35.356,North  - Ute Lake State Park,SP,575.487.2284,WE FT DW RS ,NM,Logan
-104.186,35.426,North Area - Conchas Lake State Park,SP,575.868.2270,E FT DW RS ,NM,Conchas Dam
-105.747,33.396,Oak Grove,NF,505.257.4095/505.434.7200,NH ND VT NW NS NR L$ ,NM,Ruidoso
-103.349,34.256,Oasis State Park,SP,575.356.5331,E DP FT DW SH RS L$ ,NM,Portales
-108.109,35.159,Ojo Redondo,NF,505.287.8833/505.346.3804,NH ND 22ft VT NW NS NR N$ ,NM,Thoreau
-105.915,32.745,Oliver Lee State Park,SP,575.437.8284,NH DP FT DW SH RS PA L$ ,NM,Alamogordo
-106.626,35.704,Paliza,NF,505.829.3535/505.438.7840,NH ND VT NW NS RS L$ ,NM,San Ysidra
-107.641,31.825,Pancho Villa State Park,SP,575.531.2711,NH DP FT DW SH RS PA L$ ,NM,Columbus
-105.664,35.83,Panchuela,NF,505.757.6121/505.438.7840,NH ND VT DW NS NR L$ ,NM,Pecos
-107.306,32.869,Percha Dam State Park,SP,575.743.3942,E ND FT DW SH RS PA ,NM,Caballo
-107.62,36.822,Pine River - Navajo Lake State Park,SP,505.632.2278,RS ,NM,Navajo Dam
-105.737,32.968,Pines,NF,505.682.2551/505.434.7200,NH ND VT DW NS NR ,NM,Cloudcroft
-108.482,34.139,Pinon - Quemado Lake,NF,505.773.4678/505.388.8201,E DP 30ft VT DW NS NR L$ ,NM,Quemado
-105.639,32.813,Prestridge Hill / Hay Canyon,NF, ,NH ND 16ft NT NW NS NR N$ ,NM,Sacramento
-108.961,33.593,Pueblo Park,NF,505.539.2481/505.388.8201,NH ND VT NW NS NR N$ ,NM,Reserve
-108.54,35.406,Quaking Aspen,NF,505.287.8833/505.346.3804,NH ND 22ft VT NW NS NR L$ ,NM,Wingate
-107.817,32.909,Railroad Canyon,NF, ,NH ND VT NW NS NR N$ ,NM,Mimbres
-106.411,34.622,Red Canyon,NF,505.847.2990/505.346.3804,NH ND 22ft VT DW NS NR L$ ,NM,Tajique
-105.756,34.21,Red Cloud,NF,505.847.2990/505.346.3804,NH ND VT NW NS NR N$ ,NM,Corona
-106.624,35.86,Redondo,NF,505.829.3535/505.438.7840,NH ND VT DW NS RS L$ ,NM,Jemez Springs
-106.673,36.355,Rio Chama,NF,505.638.5526/505.438.7840,NH ND VT NW NS NR ,NM,Abiquiu
-106.806,35.997,Rio De Las Vacas,NF,505.289.3264/505.438.7840,NH ND VT DW NS NR L$ ,NM,Cuba
-106.723,36.101,Rio Puerco,NF,505.638.5526/505.438.7840,NH ND VT NW NS NR N$ ,NM,Coyote
-107.613,32.186,Rockhound State Park,SP,575.546.6182,NH DP 45ft FT DW SH RS PA ,NM,Deming
-103.489,35.367,Rogers - Logan - Windy - Ute Lake State Park,SP,575.487.2284,WE FT DW RS ,NM,Logan
-105.726,32.971,Saddle,NF,505.682.2551/505.434.7200,NH DP 32ft FTVT DW SH NR ,NM,Cloudcroft
-106.646,35.887,San Antonio-Jemez Springs,NF,505.829.3535/505.438.7840,E ND 35ft VT DW NS NR L$ ,NM,Jemez Springs
-105.61,36.089,Santa Barbara,NF,505.587.2255/505.758.6200,NH ND 32ft VT DW NS NR ,NM,Penasco
-104.668,35.03,Santa Rosa Lake State Park,SP,575.472.3110,NH 40ft FT DW RS PA ,NM,Santa Rosa
-108.258,33.23,Scorpion - Gila Cliff Dwelllings,NF,505.536.2250/505.388.8201,NH DP 17ft VT DW NS NR ,NM,Mimbres
-106.685,35.934,Seven Springs,NF, ,NH ND NW NS NR ,NM,Seven Springs
-105.725,32.973,Silver,NF,505.682.2551/505.434.7200,NH DP 32ft FTVT DW SH NR ,NM,Cloudcroft
-105.723,32.976,Silver Overflow,NF,505.682.2551/505.434.7200,NH ND FTVT DW NS NR ,NM,Cloudcroft
-107.587,36.83,Sims Mesa - Navajo Lake State Park,SP,505.632.2278,NH DP DW NS RS ,NM,Blanco
-105.733,33.42,Skyline,NF,505.257.4095/505.434.7200,NH ND VT NW NS NR N$ ,NM,Ruidoso
-105.725,32.944,Sleepy Grass,NF,505.682.2551/505.434.7200,NH ND 16ft VT DW NS NR ,NM,Cloudcroft
-104.191,35.377,South Area - Conchas Lake State Park,SP,575.868.2270,NH FT DW RS PA ,NM,Conchas Dam
-105.753,33.449,South Fork,NF,505.257.4095/505.434.7200,NH ND 35ft FT DW NS NR L$ ,NM,
-108.587,33.53,South Fork Negrito,NF,505.533.6232/505.388.8201,NH ND VT NW NS NR N$ ,NM,Reserve
-103.446,35.339,Southside - Ute Lake State Park,SP,575.487.2284,NH FT DW RS ,NM,Logan
-107.404,33.575,Springtime,NF,505.854.2281/505.346.3804,NH ND VT NW NS NR ,NM,Monticello
-105.232,35.658,Storrie Lake State Park,SP,505.425.7278,NH DP 40ft FT DW SH RS PA L$ ,NM,Las Vegas
-104.379,36.938,Sugarite Canyon State Park,SP,575.445.5607,NH DP 40ft FT DW SH RS PA ,NM,Raton
-104.401,34.611,Sumner Lake State Park,SP,575.355.2541,NH DP FT DW SH RS PA ,NM,Fort Sumner
-105.884,33.401,Three Rivers,NF,505.257.4095/505.434.7200,NH ND 25ft VT DW NS NR L$ ,NM,Tularosa
-106.382,36.609,Trout Lakes,NF,505.684.2489/505.758.6200,NH ND 16ft VT NW NS NR ,NM,Canjilon
-105.451,36.596,Twining,NF,505.586.0520/505.758.6200,NH ND 22ft VT NW NS NR N$ ,NM,Taos
-108.154,33.027,Upper End,NF,505.536.2250/505.388.8201,NH ND 35ft VT DW NS NR L$ ,NM,Mimbres
-105.731,32.97,Upper Fir,NF, ,NH ND VT NW NS NR ,NM,Cloudcroft
-105.781,32.881,Upper Karr Canyon,NF,505.682.2551/505.434.7200,NH ND 16ft NS NR ,NM,Cloudcroft
-105.456,36.148,Upper La Junta,NF,505.587.2255/505.758.6200,NH ND 16ft VT DW NS NR ,NM,Penasco
-106.321,36.886,Upper Lagunitas,NF,505.758.8678/505.758.6200,NH ND VT NW NS NR ,NM,
-105.355,35.266,Villanueva State Park,SP,575.421.2957,NH DP FT DW SH RS PA L$ ,NM,Villanueva
-106.721,35.717,Vista Linda - Jemez Springs,NF,505.829.3535/505.438.7840,NH ND VT DW NS NR L$ ,NM,San Ysidro
-108.082,33.35,Wall Lake,NF, ,NH ND VT NW NS NR ,NM,Silver City
-107.131,34.024,Water Canyon,NF,505.854.2281/505.346.3804,NH ND 22ft VT NW NS NR ,NM,Magdalena
-108.579,33.401,Willow Creek,NF, ,NH ND 17ft VT NW NS NR N$ ,NM,Reserve
-108.198,33.423,Wolf Hollow,NF,505.894.6677/505.388.8201,NR ,NM,
-107.781,32.913,Wrights Cabin,NF, ,NH ND VT NW NS NR ,NM,Mimbres
-115.051,41.029,Angel Creek,NF,775.752.3357/775.331.6444,NH ND 45ft VT DW NS RS ,NV,Wells
-115.086,41.026,Angel Lake,NF,775.752.3357/775.331.6444,NH ND 30ft VT DW NS RS ,NV,Wells
-114.24,38.987,Baker Creek - Great Basin National Park,NP,775.234.7331,NH ND 30ft VT DW NS NR ,NV,Baker
-116.639,38.655,Barley Creek,NF, ,VT NW NR ,NV,Round Mountain
-114.081,37.514,Beaver Dam State Park,SP,775.728.4460,NH ND 28ft VT DW NS NR ,NV,Caliente
-117.595,38.869,Berlin - Ichthyosaur State Park,SP,775.964.2440,NH DP 25ft VT DW NR ,NV,Gabbs
-114.643,39.349,Berry Creek,NF, ,NH ND 20ft VT NW NS NR ,NV,Ely
-115.7,41.766,Big Bend,NF,775.738.5171/775.331.6444,NH ND 35ft VT DW NS NR ,NV,Mountain City
-114.64,35.116,Big Bend of the Colorado Rec Area,SP,775.684.2770 ,WES DP 60ft FT DW SH NR ,NV,Laughlin
-117.137,39.346,Big Creek,NF,775.964.2671/775.331.6444,NH ND 25ft VT NW NS NR ,NV,Austin
-114.653,39.463,Bird Creek Recreation Area,NF,775.964.2671/775.331.6444,NH ND VT DW NS NR NP L$ ,NV,McGill
-116.997,39.458,Bob Scott,NF,775.964.2671/775.331.6444,NH ND 35ft FTVT DW NS NR N$ ,NV,Austin
-114.415,37.821,Cathedral Gorge State Park,SP,775.728.4460,NH 30ft FT DW SH NR ,NV,Panaca
-114.694,39.191,Cave Lake State Park,SP,775.296.1505,35ft FT DW SH NR ,NV,Ely
-115.624,38.155,Cherry Creek,NF,775.289.3031/775.331.6444,NH ND NS NR ,NV,
-117.376,38.9,Columbine,NF, ,NH ND 35ft VT NW NS NR ,NV,Austin
-119.587,39.252,Dayton State Park,SP,775.684.2770,NH DP 20ft FTVT DW NS NR ,NV,Dayton
-119.34,38.621,Desert Creek,NF,760.932.7070/775.331.6444,NR ,NV,Gardnerville
-115.682,36.308,Dolomite,NF,702.515.5400/775.331.6444,NH ND 30ft FT DW NS RS ,NV,Indian Springs
-114.639,39.497,East Creek,NF,775.289.3031/775.331.6444,NH ND 20ft VT NW NS NR ,NV,McGill
-114.269,37.913,Echo Canyon Reservoir State Park,SP,775.962.5103,NH DP 35ft FT DW NR ,NV,Pioche
-115.618,36.263,Fletcher View,NF,702.515.5400/775.331.6444,E ND 32ft VT DW SH RS ,NV,Las Vegas
-119.272,39.292,Fort Churchill State Park,SP,775.577.2345,NH DP 45ft VT DW NS NR ,NV,Silver Springs
-115.607,36.311,Hilltop,NF,702.515.5400/775.331.6444,NH ND 25ft FT DW SH RS ,NV,Las Vegas
-116.063,41.514,Jack Creek,NF,775.738.5171/775.331.6444,NH ND VT NW NS NR ,NV,Mountain City
-115.429,41.863,Jarbidge,NF, ,VT NW NR ,NV,Jarbidge
-114.587,39.567,Kalamazoo,NF,775.289.3031/775.331.6444,NH ND VT NW NS NR ,NV,Ely
-114.524,37.589,Kershaw - Ryan State Park,SP,775.726.3564,NH DP VT NR ,NV,Caliente
-117.141,39.225,Kingston,NF,775.964.2671/775.331.6444,NH ND 35ft VT NW NS NR ,NV,Austin
-115.607,36.263,Kyle Canyon,NF,702.515.5400/775.331.6444,NH ND 40ft VT DW NS RS ,NV,Las Vegas
-114.238,39.017,Lower Lehman  - Great Basin National Park,NP,775.234.7331,NH ND 32ft VT DW NS NR ,NV,Baker
-117.561,41.686,Lye Creek,NF,775.623.5025/775.331.6444,NH ND 24ft VT DW NS NR ,NV,Winnemucca
-115.683,36.309,McWilliams,NF,702.515.5400/775.331.6444,NH DP 30ft FTVT DW NS RS ,NV,Indian Springs
-119.892,39.313,Mount Rose,NF,775.882.2766/775.331.6444,NH ND 16ft FT DW NS RS ,NV,Reno
-119.953,38.981,Nevada Beach,NF,530.543.2600/530.543.2600,NH ND 24ft FTVT DW NS RS ,NV,Stateline
-115.679,36.32,Old Mill,NF,702.515.5400/775.331.6444,NH ND VT NW NS NR ,NV,Las Vegas
-117.303,38.616,Peavine,NF,775.482.6286/775.331.6444,NH ND 35ft VT NW NS NR ,NV,
-115.426,41.836,Pine Creek,NF,775.752.3357/775.331.6444,NH ND NS NR ,NV,Jarbridge
-116.85,38.795,Pine Creek,NF,775.482.6286/775.331.6444,35ft VT NW NR ,NV,
-115.476,40.254,Ruby Lake,NF, ,VT DW NR ,NV,Ruby Valley
-118.311,40.469,Rye Patch State Park,SP,775.538.7321,NH DP 45ft FT DW SH NR ,NV,Lovelock
-117.275,39.12,San Juan Creek,NF,775.964.2671/775.331.6444,NH ND NS NR N$ ,NV,Austin
-115.43,41.885,Sawmill,NF,775.752.3357/775.331.6444,NR ,NV,Jarbidge
-119.189,39.377,Silver Springs Beach - Lahotan State Park,SP,775.867.3500,DP VT DW SH NR ,NV,Fallon
-115.741,40.664,South Fork Reservoir,SP,775.744.4346,NH DP 30ft FT DW SH NR ,NV,Elko
-115.496,40.176,South Ruby,NF,775.752.3357/775.331.6444,NH DP VT DW NS RS L$ ,NV,Elko
-114.203,38.024,Spring Valley State Park,SP,775.962.5102,NH DP 35ft FT DW SH NR ,NV,Pioche
-115.405,40.65,Thomas Canyon,NF,775.752.3357/775.331.6444,NH ND 40ft VT DW NS RS ,NV,Spring Creek
-114.632,39.401,Timber Creek,NF,775.289.3031/775.331.6444,NH ND 30ft VT DW NS RS ,NV,Ely
-116.791,39.184,Toquima Caves,NF,775.964.2671/775.331.6444,VT NW NR ,NV,Austin
-114.254,39.013,Upper Lehman  - Great Basin National Park,NP,775.234.7331,NH 30ft VT DW NR ,NV,Baker
-114.518,36.43,Valley of Fire State Park,SP,702.397.2088,WE DP 50ft FT DW SH NR ,NV,Overton
-114.849,39.038,Ward Charcoal Ovens State Park,SP,775.684.2770,NH ND 30ft VT DW NS NR ,NV,Ely
-114.968,39.212,Ward Mountain,NF,775.289.3031/775.331.6444,NH ND 28ft VT DW NS RS ,NV,Ely
-119.763,39.241,Washoe Lake State Rec Area,SP,775.687.4319,NH DP 45ft FT DW SH NR ,NV,Carson City
-114.303,39.011,Wheeler Peak - Great Basin National Park,NP,775.234.7331,NH ND 16ft VT DW NS NR ,NV,Baker
-115.341,38.944,White River,NF,775.289.3031/775.331.6444,NH ND VT NW NS NR ,NV,Ely
-115.893,41.724,Wild Horse Crossing,NF,775.738.5171/775.331.6444,NH ND 35ft VT NW NS NR ,NV,Mountain City
-112.364,38.754,Adelaide,NF,435.743.5721/435.896.9233,NH ND VT DW NS RS ,UT,Fillmore
-111.612,40.577,Albion Basin,NF,801.733.2660/801.236.3400,NH ND 30ft VT DW NS RS ,UT,Salt Lake City
-111.787,41.25,Anderson Cove,NF,801.625.5112/801.236.3400,NH DP 40ft VT DW NS RS PA ,UT,Ogden
-112.432,38.211,Anderson Meadow,NF,435.438.2436/435.896.9233,NH ND 35ft VT DW NS NR L$ ,UT,Beaver
-109.551,40.965,Antelope Flat - Flaming Gorge,NF,435.784.3445/435.789.1181,NH DP 45ft FT DW NS RS ,UT,Dutch John
-112.25,41.058,Antelope Island State Park,SP,801.773.2941,NH 65ft VT DW RS ,UT,
-110.847,40.497,Aspen,NF,435.738.2482/435.789.1181,NH ND 40ft VT DW NS RS L$ ,UT,Hanna
-111.037,40.12,Aspen Grove,NF,435.654.0470/801.342.5100,WES ND 30ft DW NS RS ,UT,Hanna
-110.776,39.885,Avintaquin,NF,435.738.2482/435.789.1181,NH ND 30ft VT NW NS RS PA L$ ,UT,Duchesne
-111.402,40.198,Balsam,NF,801.342.5260/801.342.5100,NH ND 45ft FT DW NS RS ,UT,Springville
-111.829,37.92,Barker Reservoir Area,NF,435.826.5400/435.865.3700,NH ND VT DW NS RS PA L$ ,UT,Escalante
-111.731,39.788,Bear Canyon,NF,801.342.5260/801.342.5100,NH ND NW NS RS ,UT,Payson
-110.83,40.91,Bear River,NF,307.789.3194/801.236.3400,NH ND VT DW NS NR L$ ,UT,Evanston
-111.143,40.621,Beaver Creek,NF, ,NH VT NW NR ,UT,Kamas
-110.862,40.823,Beaver View,NF,307.789.3194/801.236.3400,NH ND VT DW NS NR L$ ,UT,Evanston
-112.255,39.354,Big Springs,NF,435.743.5721/435.896.9233,NR ,UT,Oak City
-111.628,39.894,Blackhawk,NF,801.342.5260/801.342.5100,NH DP 40ft FT DW NS RS ,UT,Payson
-111.651,37.974,Blue Spruce,NF,435.826.5400/435.865.3700,NH ND 18ft VT DW NS NR L$ ,UT,Escalante
-111.657,41.277,Botts,NF,801.625.5112/801.236.3400,NH ND 25ft VT DW NS NR ,UT,Ogden
-111.804,40.98,Bountiful Peak,NF,801.733.2660/801.236.3400,NH ND VT DW NS RS ,UT,Farmington
-111.71,38.561,Bowery Creek,NF,435.836.2811/435.896.9233,NH DP 35ft VT DW NS RS ,UT,Loa
-111.952,41.494,Box Elder,NF,435.755.3620/801.236.3400,NH ND 35ft VT DW NS RS ,UT,Brigham City
-112.579,40.494,Boy Scout,NF,801.733.2660/801.236.3400,NH ND 20ft VT NW NS RS L$ ,UT,Salt Lake City
-111.735,41.748,Bridger,NF,435.755.3620/801.236.3400,NH ND 40ft FT DW NS NR ,UT,Logan
-110.387,40.966,Bridger Lake,NF,307.782.6555/801.236.3400,NH ND VT NW NS RS ,UT,Mountain View
-109.813,40.86,Browne Lake,NF,435.784.3445/435.789.1181,NH ND 30ft VT NW NS NR L$ ,UT,Flaming Gorge
-109.449,37.881,Buckboard,NF,435.587.2041/435.637.2817,NH ND 30ft VT DW NS RS L$ ,UT,
-110.868,40.721,Butterfly Lake,NF,435.783.4338/801.236.3400,NH ND 35ft VT DW NS NR ,UT,Kamas
-109.547,40.884,Canyon Rim - Flaming Gorge,NF,435.784.3445/435.789.1181,NH ND 40ft VT DW NS RS ,UT,Dutch John
-109.735,40.932,Carmel,NF,435.784.3445/435.789.1181,NH ND 40ft VT NW NS NR L$ ,UT,Manila
-112.355,38.554,Castle Rock,NF,435.438.2436/435.896.9233,NH ND 50ft FTVT DW NS NR ,UT,Joseph
-111.368,38.476,Cathedral Valley - Capitol Reef National Park,NP,435.425.3791,NH ND VT NW NS NR N$ ,UT,Torrey
-112.905,37.591,Cedar Canyon,NF,435.865.3200/435.865.3700,NH ND 40ft VT DW NS RS PA L$ ,UT,Cedar City
-111.085,38.007,Cedar Mesa - Capitol Reef National Park,NP,435.425.3791,NH ND PT NW NS NR N$ ,UT,Torrey
-109.45,40.909,Cedar Springs - Flaming Gorge,NF,435.784.3445/435.789.1181,NH DP 40ft VT DW NS RS ,UT,Dutch John
-111.478,40.169,Cherry,NF,801.342.5260/801.342.5100,NH ND 40ft VT DW NS RS ,UT,Springville
-111.774,39.53,Chicken Creek,NF,435.283.4151/435.637.2817,NH ND VT DW NS NR N$ ,UT,Levan
-110.403,40.931,China Meadows,NF,307.782.6555/801.236.3400,NH ND 14ft VT DW NS NR L$ ,UT,Mountain View
-110.801,40.824,Christmas Meadows,NF,307.789.3194/801.236.3400,NH ND VT DW NS RS ,UT,Evanston
-112.311,38.269,City Creek,NF,435.438.2436/435.896.9233,NH ND VT DW NS NR N$ ,UT,Beaver
-113.322,41.954,Clear Creek,NF,208.678.0430/208.737.3200,VT DW NR ,UT,Malta
-110.975,40.595,Cobblerest,NF,435.783.4338/801.236.3400,NH ND 30ft VT DW NS NR ,UT,Kamas
-112.734,37.035,Coral Pink Sand Dunes State Park,SP,435.648.2800,NH DP 32ft FT DW SH RS PA ,UT,Kanab
-111.723,39.781,Cottonwood,NF,801.342.5260/801.342.5100,NH ND NS NR N$ ,UT,Nephi
